point_id,seed,cure_run_dir,mode,status,base_feasible,selected_mask,selected_interventions,lower_improvement,upper_improvement,cost,relevance_delta_lower,provider_disparity_upper,fatigue_upper,feasible,reason,action
lhs-002,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-002/seed-sweep-20260806T232931Z/runs/calibration-lhs-002-seed-44-20260806T234738Z-73e9eaee,repair,repair_selected,False,1,"('repeat_cap',)",0.17285655440593028,0.18312417407964443,0.05,-0.039196731651210404,0.22154629629629619,0.23062656298936204,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-002,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-002/seed-sweep-20260806T232931Z/runs/calibration-lhs-002-seed-45-20260806T235639Z-a0382f06,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",0.12444598686198494,0.14108546299606983,0.11465633356925618,-0.03524473803716133,0.25650925925925927,0.2104361858478435,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-002,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-002/seed-sweep-20260806T232931Z/runs/calibration-lhs-002-seed-46-20260807T000544Z-86f0ba20,repair,repair_selected,False,1,"('repeat_cap',)",0.1725593734000882,0.18920748962273704,0.05,-0.030304232364925188,0.22924074074074063,0.23079292317076475,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-003,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-003/seed-sweep-20260807T001448Z/runs/calibration-lhs-003-seed-42-20260807T001448Z-fa1be5c8,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",0.05569190320058015,0.0636718240075429,0.07513946461082728,-0.038084239094486105,0.2286851851851852,0.4617600949672458,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-003,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-003/seed-sweep-20260807T001448Z/runs/calibration-lhs-003-seed-43-20260807T002351Z-a899d799,improvement,improve_selected,True,3,"('repeat_cap', 'explore_slot')",0.05613952850321041,0.06200406835215111,0.07513946461082728,-0.029557664968972386,0.18500925925925915,0.4618352947166403,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-003,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-003/seed-sweep-20260807T001448Z/runs/calibration-lhs-003-seed-44-20260807T003259Z-8208cdc9,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",0.05519815105293946,0.05919687177144925,0.07513946461082728,-0.0402389780474014,0.21937962962962954,0.46160728725266104,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-003,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-003/seed-sweep-20260807T001448Z/runs/calibration-lhs-003-seed-45-20260807T004202Z-483bb9dc,repair,repair_selected,False,7,"('repeat_cap', 'explore_slot', 'tail_slot')",0.004812641990002919,0.011679985258606168,0.15513946461082728,-0.029375960293568593,0.2301574074074073,0.4301965180181305,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-003,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-003/seed-sweep-20260807T001448Z/runs/calibration-lhs-003-seed-46-20260807T005109Z-6bbb74c7,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",0.05492844227513208,0.062446413042247184,0.07513946461082728,-0.033418662740052674,0.22370370370370374,0.4625778003513918,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-004,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-004/seed-sweep-20260807T010010Z/runs/calibration-lhs-004-seed-42-20260807T010010Z-c2e29770,repair,repair_selected,False,1,"('repeat_cap',)",0.2705678441421826,0.286194528029058,0.05,-0.05536782280780461,0.21645969498910667,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-004,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-004/seed-sweep-20260807T010010Z/runs/calibration-lhs-004-seed-43-20260807T011529Z-17e14790,repair,repair_selected,False,1,"('repeat_cap',)",0.2723032291001421,0.2837188545436961,0.05,-0.042061041158461765,0.18308823529411766,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-004,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-004/seed-sweep-20260807T010010Z/runs/calibration-lhs-004-seed-44-20260807T013035Z-5f962032,repair,repair_selected,False,1,"('repeat_cap',)",0.2659921559970303,0.2793656260279884,0.05,-0.050552188045301594,0.22092047930283232,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-004,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-004/seed-sweep-20260807T010010Z/runs/calibration-lhs-004-seed-45-20260807T014558Z-23065fff,repair,repair_selected,False,1,"('repeat_cap',)",0.26852805318153555,0.2879417303530806,0.05,-0.0486546246988091,0.23753267973856196,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-004,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-004/seed-sweep-20260807T010010Z/runs/calibration-lhs-004-seed-46-20260807T020104Z-ffcadc80,repair,repair_selected,False,1,"('repeat_cap',)",0.26713380864038216,0.2815292206981138,0.05,-0.048807805863277154,0.1999455337690632,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-005,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-005/seed-sweep-20260807T021601Z/runs/calibration-lhs-005-seed-42-20260807T021601Z-8c3ea260,repair,repair_selected,False,1,"('repeat_cap',)",0.19199031633408947,0.2077904620019675,0.05,-0.03523889789167789,0.2426440329218107,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-005,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-005/seed-sweep-20260807T021601Z/runs/calibration-lhs-005-seed-43-20260807T022358Z-6b8697f4,improvement,improve_selected,True,1,"('repeat_cap',)",0.18834356510986638,0.20586200721678194,0.05,-0.023290780521675658,0.20280864197530857,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-005,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-005/seed-sweep-20260807T021601Z/runs/calibration-lhs-005-seed-44-20260807T023155Z-e332d851,repair,repair_selected,False,1,"('repeat_cap',)",0.1864981205292633,0.1992762051555953,0.05,-0.03630744238264594,0.22380658436213996,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-005,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-005/seed-sweep-20260807T021601Z/runs/calibration-lhs-005-seed-45-20260807T023951Z-ce236e2f,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",0.11858246240287529,0.13898525922046095,0.11705151264957252,-0.032775248625408704,0.25755144032921806,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-005,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-005/seed-sweep-20260807T021601Z/runs/calibration-lhs-005-seed-46-20260807T024745Z-641fb2b3,repair,repair_selected,False,1,"('repeat_cap',)",0.18619226579170012,0.2066140234874707,0.05,-0.02721335900117472,0.234485596707819,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-006,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-006/seed-sweep-20260807T025553Z/runs/calibration-lhs-006-seed-42-20260807T025553Z-a517c9cf,improvement,improve_selected,True,1,"('repeat_cap',)",0.19597847456529122,0.2093163595787691,0.05,-0.041672312951629986,0.23018518518518527,0.24414975607591977,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-006,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-006/seed-sweep-20260807T025553Z/runs/calibration-lhs-006-seed-43-20260807T030549Z-ef05858b,improvement,improve_selected,True,1,"('repeat_cap',)",0.193711300009207,0.20685901211163804,0.05,-0.02751169886840743,0.20331649831649834,0.24411388746934506,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-006,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-006/seed-sweep-20260807T025553Z/runs/calibration-lhs-006-seed-44-20260807T031549Z-37567a91,improvement,improve_selected,True,1,"('repeat_cap',)",0.19159071060751598,0.20253213338301335,0.05,-0.04148824119668004,0.22085016835016824,0.24420225207911456,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-006,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-006/seed-sweep-20260807T025553Z/runs/calibration-lhs-006-seed-45-20260807T032550Z-07d203e0,improvement,improve_selected,True,1,"('repeat_cap',)",0.19194449492892585,0.20894590050723716,0.05,-0.03572621898381356,0.26475589225589213,0.2442080063384108,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-006,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-006/seed-sweep-20260807T025553Z/runs/calibration-lhs-006-seed-46-20260807T033550Z-f99bf516,improvement,improve_selected,True,1,"('repeat_cap',)",0.19193438512594763,0.2078832262774401,0.05,-0.033295663547791676,0.2252861952861953,0.24409371389371382,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-007,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-007/seed-sweep-20260807T034554Z/runs/calibration-lhs-007-seed-42-20260807T034554Z-21b21a61,improvement,improve_selected,True,1,"('repeat_cap',)",0.004223519039563528,0.013023921614179867,0.05,-0.03188079556886103,0.2498958333333332,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-007,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-007/seed-sweep-20260807T034554Z/runs/calibration-lhs-007-seed-43-20260807T035314Z-af99b4d6,improvement,improve_selected,True,1,"('repeat_cap',)",0.003110801041134037,0.010568200462646837,0.05,-0.020963503689644503,0.2039467592592592,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-007,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-007/seed-sweep-20260807T034554Z/runs/calibration-lhs-007-seed-44-20260807T040024Z-f830434a,improvement,improve_selected,True,1,"('repeat_cap',)",0.0009400015320853994,0.007621507831771734,0.05,-0.0317580791935953,0.22775462962962956,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-007,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-007/seed-sweep-20260807T034554Z/runs/calibration-lhs-007-seed-45-20260807T040745Z-17d08279,improvement,improve_selected,True,1,"('repeat_cap',)",0.0010818556902884024,0.012419217865369592,0.05,-0.028394575373092312,0.2771064814814814,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-007,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-007/seed-sweep-20260807T034554Z/runs/calibration-lhs-007-seed-46-20260807T041459Z-b687a19c,improvement,improve_selected,True,1,"('repeat_cap',)",0.0013977216060394593,0.012192998728462245,0.05,-0.02453400406984152,0.23940972222222223,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-008,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-008/seed-sweep-20260807T042218Z/runs/calibration-lhs-008-seed-42-20260807T042218Z-32cbf542,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",-0.040890044836859096,-0.0354930270106556,0.08388452232203537,-0.023795202168557683,0.2403395061728395,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-008,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-008/seed-sweep-20260807T042218Z/runs/calibration-lhs-008-seed-43-20260807T042748Z-a21a2b3b,improvement,abstain_keep_base,True,0,(),0.0,0.0,0.0,0.0,0.23425925925925917,0.08600043128004013,True,Base policy is feasible and no feasible portfolio has positive worst-case improvement.,abstain_keep_base
lhs-008,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-008/seed-sweep-20260807T042218Z/runs/calibration-lhs-008-seed-44-20260807T043312Z-257f09d9,improvement,abstain_keep_base,True,0,(),0.0,0.0,0.0,0.0,0.2515277777777778,0.08347703398138752,True,Base policy is feasible and no feasible portfolio has positive worst-case improvement.,abstain_keep_base
lhs-008,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-008/seed-sweep-20260807T042218Z/runs/calibration-lhs-008-seed-45-20260807T043839Z-d9b2741c,repair,repair_selected,False,3,"('repeat_cap', 'explore_slot')",-0.043058979743655135,-0.0353539412953251,0.08388452232203537,-0.023414236642738673,0.2563117283950618,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-008,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-008/seed-sweep-20260807T042218Z/runs/calibration-lhs-008-seed-46-20260807T044403Z-78dda351,improvement,abstain_keep_base,True,0,(),0.0,0.0,0.0,0.0,0.2571913580246914,0.08539596985988361,True,Base policy is feasible and no feasible portfolio has positive worst-case improvement.,abstain_keep_base
lhs-009,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-009/seed-sweep-20260807T044931Z/runs/calibration-lhs-009-seed-42-20260807T044931Z-360ebc1c,repair,repair_selected,False,5,"('repeat_cap', 'tail_slot')",0.19284789467676994,0.20548177590835265,0.13,-0.039986733135333186,0.18715488215488207,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-009,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-009/seed-sweep-20260807T044931Z/runs/calibration-lhs-009-seed-43-20260807T045939Z-0f6fb566,repair,repair_selected,False,1,"('repeat_cap',)",0.2655786495550228,0.2815278776729382,0.05,-0.027589607527969573,0.20331649831649834,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-009,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-009/seed-sweep-20260807T044931Z/runs/calibration-lhs-009-seed-44-20260807T050932Z-53aab8b4,repair,repair_selected,False,9,"('repeat_cap', 'diversify')",0.2037773423569733,0.2158315777841886,0.11,-0.041737935417848426,0.2126936026936026,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-009,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-009/seed-sweep-20260807T044931Z/runs/calibration-lhs-009-seed-45-20260807T051933Z-d24290a9,repair,repair_selected,False,33,"('repeat_cap', 'provider_balance')",0.1430138479974195,0.16421318724319656,0.16999999999999998,-0.03812453596470067,0.1301346801346801,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-009,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-009/seed-sweep-20260807T044931Z/runs/calibration-lhs-009-seed-46-20260807T052931Z-a2d8f0ec,repair,repair_selected,False,5,"('repeat_cap', 'tail_slot')",0.18705757809110957,0.20276601608047862,0.13,-0.0305270678628623,0.20579966329966326,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-010,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-010/seed-sweep-20260807T053930Z/runs/calibration-lhs-010-seed-42-20260807T053930Z-c37a90e7,repair,repair_selected,False,5,"('repeat_cap', 'tail_slot')",0.17356958078961807,0.17944867084965055,0.13,-0.04586827157141404,0.1690493827160493,0.2791340348710935,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-010,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-010/seed-sweep-20260807T053930Z/runs/calibration-lhs-010-seed-43-20260807T055314Z-02120391,repair,repair_selected,False,1,"('repeat_cap',)",0.2274439328162665,0.23540799840679985,0.05,-0.037563708272948415,0.1911604938271605,0.3004535560749737,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-010,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-010/seed-sweep-20260807T053930Z/runs/calibration-lhs-010-seed-44-20260807T060638Z-6bbc1565,repair,repair_selected,False,5,"('repeat_cap', 'tail_slot')",0.1707974742530017,0.1754248018289471,0.13,-0.040721807710161206,0.16475925925925927,0.27808901259478236,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-010,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-010/seed-sweep-20260807T053930Z/runs/calibration-lhs-010-seed-45-20260807T061952Z-7c72961c,repair,repair_selected,False,33,"('repeat_cap', 'provider_balance')",0.10584329679958013,0.11832262587584741,0.16999999999999998,-0.04726715022069383,0.10903703703703704,0.29972699216197546,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-010,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-010/seed-sweep-20260807T053930Z/runs/calibration-lhs-010-seed-46-20260807T063254Z-9f60aec2,repair,repair_selected,False,5,"('repeat_cap', 'tail_slot')",0.1700681727277065,0.17587876885784723,0.13,-0.039017692303880414,0.1862222222222223,0.2786421471702627,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
lhs-011,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-011/seed-sweep-20260807T064551Z/runs/calibration-lhs-011-seed-42-20260807T064551Z-12af9d5f,improvement,improve_selected,True,1,"('repeat_cap',)",0.13325305773628882,0.14798924864722995,0.05,-0.0314673392997975,0.2498958333333332,0.18860498356261063,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
lhs-011,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-lhs-20260806T195446Z/lhs-011/seed-sweep-20260807T064551Z/runs/calibration-lhs-011-seed-43-20260807T065247Z-483eeddb,improvement,improve_selected,True,1,"('repeat_cap',)",0.12984769758605513,0.146385036539027,0.05,-0.02063387732061417,0.2039467592592592,0.18859547689082046,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
