variation,seed,cure_run_dir,mode,status,base_feasible,selected_mask,selected_interventions,lower_improvement,upper_improvement,cost,relevance_delta_lower,provider_disparity_upper,fatigue_upper,feasible,reason,action
full_twenty_seed,107,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-107-20260805T014417Z-f6a9b79e,improvement,improve_selected,True,1,"('repeat_cap',)",0.29705053300857215,0.31153979515430585,0.05,-0.045638288598091714,0.1900694444444444,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
full_twenty_seed,108,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-108-20260805T015503Z-bee22d10,improvement,improve_selected,True,1,"('repeat_cap',)",0.2939036539674739,0.3140903605976899,0.05,-0.03545261402751532,0.2100925925925925,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
full_twenty_seed,109,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-109-20260805T020826Z-0710564c,repair,repair_selected,False,1,"('repeat_cap',)",0.29192602317710425,0.31283132217180154,0.05,-0.039497179753722245,0.2019830246913581,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,110,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-110-20260805T021918Z-fc36e8f4,repair,repair_selected,False,1,"('repeat_cap',)",0.2968037614076068,0.3116800887211767,0.05,-0.04116167844362051,0.24148919753086417,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,111,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-111-20260805T023013Z-e5688412,repair,repair_selected,False,1,"('repeat_cap',)",0.2956626969579017,0.30919225545790874,0.05,-0.04393171747504032,0.1907716049382715,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,112,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-112-20260805T024104Z-30386bf5,repair,repair_selected,False,1,"('repeat_cap',)",0.2918194105187494,0.3132519395845693,0.05,-0.04365618253922243,0.2495601851851852,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,113,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-113-20260805T025204Z-171c8463,repair,repair_selected,False,1,"('repeat_cap',)",0.2970930721971528,0.3119112419340122,0.05,-0.0523211534180118,0.2592206790123457,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,114,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-114-20260805T030303Z-f8a7a460,repair,repair_selected,False,1,"('repeat_cap',)",0.292627767044901,0.31207469296490586,0.05,-0.03880243751811996,0.1858333333333333,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,115,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-115-20260805T034404Z-52fccb4d,improvement,improve_selected,True,1,"('repeat_cap',)",0.2904606193648773,0.31291625783574206,0.05,-0.04333414371112121,0.2159182098765431,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
full_twenty_seed,116,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-116-20260805T045708Z-db8341a7,improvement,improve_selected,True,1,"('repeat_cap',)",0.29319218540200176,0.3129925216223338,0.05,-0.040715213300439146,0.20971450617283938,0.0,True,Base policy is feasible; selected the exact maximin-improvement portfolio.,improve_selected
full_twenty_seed,117,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-117-20260805T053557Z-5145a780,repair,repair_selected,False,1,"('repeat_cap',)",0.2892799802544733,0.31155298295209627,0.05,-0.04321934526998161,0.2114583333333333,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,118,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-118-20260805T063653Z-066bd306,repair,repair_selected,False,1,"('repeat_cap',)",0.2908744639178369,0.31258908480231923,0.05,-0.03957893424105563,0.2008950617283951,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
full_twenty_seed,119,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/all-variations-20260804T202725Z/full_twenty_seed/seed-sweep-20260805T000401Z/runs/full_twenty_seed-seed-119-20260805T071130Z-eb72e975,repair,repair_selected,False,1,"('repeat_cap',)",0.29036619630911503,0.3123422465304325,0.05,-0.047564888270365424,0.2474922839506173,0.0,True,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,repair_selected
