point_id,seed,cure_run_dir,action,base_feasible,cost,fatigue_upper,feasible,lower_improvement,mode,provider_disparity_upper,reason,relevance_delta_lower,selected_interventions,selected_mask,status,upper_improvement
oat-fatigue_strength-1p2500,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-fatigue_strength-1p2500/seed-sweep-20260805T205930Z/runs/calibration-oat-fatigue_strength-1p2500-seed-42-20260805T205930Z-336fa5f3,repair_selected,False,0.05,0.0,True,0.2985139280765191,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04413677084635825,"('repeat_cap',)",1,repair_selected,0.3130691025188375
oat-fatigue_strength-1p2500,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-fatigue_strength-1p2500/seed-sweep-20260805T205930Z/runs/calibration-oat-fatigue_strength-1p2500-seed-43-20260805T211045Z-b5ffaa78,improve_selected,True,0.05,0.0,True,0.2962023794050887,improvement,0.2027854938271605,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.029898931403684492,"('repeat_cap',)",1,improve_selected,0.3109911409956607
oat-fatigue_strength-1p2500,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-fatigue_strength-1p2500/seed-sweep-20260805T205930Z/runs/calibration-oat-fatigue_strength-1p2500-seed-44-20260805T212139Z-1ce0940a,repair_selected,False,0.05,0.0,True,0.29276096362793325,repair,0.21989969135802467,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04315057993014337,"('repeat_cap',)",1,repair_selected,0.30577479791996376
oat-fatigue_strength-1p2500,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-fatigue_strength-1p2500/seed-sweep-20260805T205930Z/runs/calibration-oat-fatigue_strength-1p2500-seed-45-20260805T213224Z-9026c9fc,repair_selected,False,0.05,0.0,True,0.2939286070597903,repair,0.25683641975308635,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03773408964459812,"('repeat_cap',)",1,repair_selected,0.3137331706529291
oat-fatigue_strength-1p2500,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-fatigue_strength-1p2500/seed-sweep-20260805T205930Z/runs/calibration-oat-fatigue_strength-1p2500-seed-46-20260805T214311Z-c8ca96ba,repair_selected,False,0.05,0.0,True,0.293002483007298,repair,0.21988425925925914,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.036125545165068274,"('repeat_cap',)",1,repair_selected,0.3109411815143742
oat-repeat_threshold-2,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-2/seed-sweep-20260805T215355Z/runs/calibration-oat-repeat_threshold-2-seed-42-20260805T215355Z-f0be3a82,repair_selected,False,0.05,0.2621982933609113,True,0.2046184042178309,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.0440496482750653,"('repeat_cap',)",1,repair_selected,0.2160994112153392
oat-repeat_threshold-2,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-2/seed-sweep-20260805T215355Z/runs/calibration-oat-repeat_threshold-2-seed-43-20260805T220442Z-108d2886,improve_selected,True,0.05,0.2622142498522119,True,0.20311157894520576,improvement,0.2027854938271605,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.029821715747831656,"('repeat_cap',)",1,improve_selected,0.2137390542704647
oat-repeat_threshold-2,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-2/seed-sweep-20260805T215355Z/runs/calibration-oat-repeat_threshold-2-seed-44-20260805T221524Z-3219e8b0,repair_selected,False,0.05,0.26218707291309473,True,0.2006206712333844,repair,0.21989969135802467,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04309565886043154,"('repeat_cap',)",1,repair_selected,0.210098120266286
oat-repeat_threshold-2,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-2/seed-sweep-20260805T215355Z/runs/calibration-oat-repeat_threshold-2-seed-45-20260805T222621Z-8ca08837,repair_selected,False,0.05,0.26205886496268826,True,0.2012369101975235,repair,0.25683641975308635,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03765035794943916,"('repeat_cap',)",1,repair_selected,0.21601943575148314
oat-repeat_threshold-2,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-2/seed-sweep-20260805T215355Z/runs/calibration-oat-repeat_threshold-2-seed-46-20260805T223708Z-d532d9a7,repair_selected,False,0.05,0.2620286636221824,True,0.20069758572958857,repair,0.21988425925925914,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03603332464175413,"('repeat_cap',)",1,repair_selected,0.21473600931682207
oat-repeat_threshold-4,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-4/seed-sweep-20260805T224801Z/runs/calibration-oat-repeat_threshold-4-seed-42-20260805T224801Z-09b253ba,repair_selected,False,0.05,0.0,True,0.2154695665184656,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04441129416061762,"('repeat_cap',)",1,repair_selected,0.23306028800887668
oat-repeat_threshold-4,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-4/seed-sweep-20260805T224801Z/runs/calibration-oat-repeat_threshold-4-seed-43-20260805T225837Z-5338651a,improve_selected,True,0.05,0.0,True,0.2140866059958345,improvement,0.2027854938271605,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.030205695231649177,"('repeat_cap',)",1,improve_selected,0.23092739187275968
oat-repeat_threshold-4,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-4/seed-sweep-20260805T224801Z/runs/calibration-oat-repeat_threshold-4-seed-44-20260805T231138Z-304c8017,repair_selected,False,0.05,0.0,True,0.21012122001889566,repair,0.21989969135802467,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04343193713309179,"('repeat_cap',)",1,repair_selected,0.22456123973716768
oat-repeat_threshold-4,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-4/seed-sweep-20260805T224801Z/runs/calibration-oat-repeat_threshold-4-seed-45-20260805T233803Z-4755e8b0,repair_selected,False,0.05,0.0,True,0.21132048314075208,repair,0.25683641975308635,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03799592550558428,"('repeat_cap',)",1,repair_selected,0.2350645743374854
oat-repeat_threshold-4,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-repeat_threshold-4/seed-sweep-20260805T224801Z/runs/calibration-oat-repeat_threshold-4-seed-46-20260805T234853Z-4e974057,repair_selected,False,0.05,0.0,True,0.21028271171888158,repair,0.21988425925925914,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03639560193062896,"('repeat_cap',)",1,repair_selected,0.23044887458314856
oat-horizon-8,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-8/seed-sweep-20260806T001238Z/runs/calibration-oat-horizon-8-seed-42-20260806T001238Z-5b6ba689,repair_selected,False,0.05,0.0,True,0.14767349486609416,repair,0.2498958333333332,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03162427297584769,"('repeat_cap',)",1,repair_selected,0.16259715876086933
oat-horizon-8,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-8/seed-sweep-20260806T001238Z/runs/calibration-oat-horizon-8-seed-43-20260806T001952Z-330b8213,improve_selected,True,0.05,0.0,True,0.14447884956354873,improvement,0.2039467592592592,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.020630439867680428,"('repeat_cap',)",1,improve_selected,0.16101794005526648
oat-horizon-8,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-8/seed-sweep-20260806T001238Z/runs/calibration-oat-horizon-8-seed-44-20260806T002648Z-38c9f0cf,improve_selected,True,0.05,0.0,True,0.14326241208122525,improvement,0.22775462962962956,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.03145983632506821,"('repeat_cap',)",1,improve_selected,0.15501852106884895
oat-horizon-8,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-8/seed-sweep-20260806T001238Z/runs/calibration-oat-horizon-8-seed-45-20260806T003356Z-7b0c707c,repair_selected,False,0.05,0.0,True,0.14171296557766377,repair,0.2771064814814814,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.028126047689149725,"('repeat_cap',)",1,repair_selected,0.1624047083753566
oat-horizon-8,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-8/seed-sweep-20260806T001238Z/runs/calibration-oat-horizon-8-seed-46-20260806T004059Z-bfb086d9,improve_selected,True,0.05,0.0,True,0.14271814600525423,improvement,0.23940972222222223,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.024254785835196024,"('repeat_cap',)",1,improve_selected,0.16204438020314882
oat-horizon-16,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-16/seed-sweep-20260806T004813Z/runs/calibration-oat-horizon-16-seed-42-20260806T004813Z-ab53a1ed,repair_selected,False,0.05,0.0,True,0.3800865671246727,repair,0.21789351851851846,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.05300238982325112,"('repeat_cap',)",1,repair_selected,0.39256474721823786
oat-horizon-16,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-16/seed-sweep-20260806T004813Z/runs/calibration-oat-horizon-16-seed-43-20260806T010226Z-cfd6627c,improve_selected,True,0.05,0.0,True,0.3801413531141795,improvement,0.18673032407407408,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.039572624169851967,"('repeat_cap',)",1,improve_selected,0.3902939789322531
oat-horizon-16,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-16/seed-sweep-20260806T004813Z/runs/calibration-oat-horizon-16-seed-44-20260806T011634Z-b3044fc1,repair_selected,False,0.05,0.0,True,0.37519794578625826,repair,0.22085648148148151,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04843801529473368,"('repeat_cap',)",1,repair_selected,0.3871654339561931
oat-horizon-16,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-16/seed-sweep-20260806T004813Z/runs/calibration-oat-horizon-16-seed-45-20260806T013054Z-fdade09a,repair_selected,False,0.05,0.0,True,0.3772506487125131,repair,0.24004050925925924,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04616172272715613,"('repeat_cap',)",1,repair_selected,0.3927196611462074
oat-horizon-16,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-horizon-16/seed-sweep-20260806T004813Z/runs/calibration-oat-horizon-16-seed-46-20260806T014510Z-b84b07c4,repair_selected,False,0.05,0.0,True,0.3765572547063029,repair,0.2003935185185184,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04613359956311147,"('repeat_cap',)",1,repair_selected,0.3889238428182389
oat-provider_threshold-0p2400,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p2400/seed-sweep-20260806T030537Z/runs/calibration-oat-provider_threshold-0p2400-seed-42-20260806T030537Z-c253ae3c,repair_selected,False,0.05,0.0,True,0.2985139280765191,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04413677084635825,"('repeat_cap',)",1,repair_selected,0.3130691025188375
oat-provider_threshold-0p2400,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p2400/seed-sweep-20260806T030537Z/runs/calibration-oat-provider_threshold-0p2400-seed-43-20260806T041353Z-48608f42,repair_selected,False,0.05,0.0,True,0.2962023794050887,repair,0.2027854938271605,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.029898931403684492,"('repeat_cap',)",1,repair_selected,0.3109911409956607
oat-provider_threshold-0p2400,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p2400/seed-sweep-20260806T030537Z/runs/calibration-oat-provider_threshold-0p2400-seed-44-20260806T060319Z-6ba59307,repair_selected,False,0.05,0.0,True,0.29276096362793325,repair,0.21989969135802467,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04315057993014337,"('repeat_cap',)",1,repair_selected,0.30577479791996376
oat-provider_threshold-0p2400,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p2400/seed-sweep-20260806T030537Z/runs/calibration-oat-provider_threshold-0p2400-seed-45-20260806T073931Z-b303a334,repair_selected,False,0.13,0.0,True,0.21935099272485192,repair,0.22927469135802458,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.02974981499934226,"('repeat_cap', 'tail_slot')",5,repair_selected,0.23506093766023645
oat-provider_threshold-0p2400,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p2400/seed-sweep-20260806T030537Z/runs/calibration-oat-provider_threshold-0p2400-seed-46-20260806T075022Z-0ad979f8,repair_selected,False,0.05,0.0,True,0.293002483007298,repair,0.21988425925925914,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.036125545165068274,"('repeat_cap',)",1,repair_selected,0.3109411815143742
oat-provider_threshold-0p3200,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p3200/seed-sweep-20260806T090030Z/runs/calibration-oat-provider_threshold-0p3200-seed-42-20260806T090030Z-a88923c5,repair_selected,False,0.05,0.0,True,0.2985139280765191,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04413677084635825,"('repeat_cap',)",1,repair_selected,0.3130691025188375
oat-provider_threshold-0p3200,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p3200/seed-sweep-20260806T090030Z/runs/calibration-oat-provider_threshold-0p3200-seed-43-20260806T091206Z-0d087e79,improve_selected,True,0.05,0.0,True,0.2962023794050887,improvement,0.2027854938271605,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.029898931403684492,"('repeat_cap',)",1,improve_selected,0.3109911409956607
oat-provider_threshold-0p3200,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p3200/seed-sweep-20260806T090030Z/runs/calibration-oat-provider_threshold-0p3200-seed-44-20260806T105649Z-a2c70492,improve_selected,True,0.05,0.0,True,0.29276096362793325,improvement,0.21989969135802467,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.04315057993014337,"('repeat_cap',)",1,improve_selected,0.30577479791996376
oat-provider_threshold-0p3200,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p3200/seed-sweep-20260806T090030Z/runs/calibration-oat-provider_threshold-0p3200-seed-45-20260806T110752Z-05ddb1df,repair_selected,False,0.05,0.0,True,0.2939286070597903,repair,0.25683641975308635,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03773408964459812,"('repeat_cap',)",1,repair_selected,0.3137331706529291
oat-provider_threshold-0p3200,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_threshold-0p3200/seed-sweep-20260806T131857Z/runs/calibration-oat-provider_threshold-0p3200-seed-46-20260806T131857Z-c092d17b,improve_selected,True,0.05,0.0,True,0.293002483007298,improvement,0.21988425925925914,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.036125545165068274,"('repeat_cap',)",1,improve_selected,0.3109411815143742
oat-provider_balance_strength-0p1500,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p1500/seed-sweep-20260806T132934Z/runs/calibration-oat-provider_balance_strength-0p1500-seed-42-20260806T132934Z-b6c111c7,repair_selected,False,0.05,0.0,True,0.2985139280765191,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04413677084635825,"('repeat_cap',)",1,repair_selected,0.3130691025188375
oat-provider_balance_strength-0p1500,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p1500/seed-sweep-20260806T132934Z/runs/calibration-oat-provider_balance_strength-0p1500-seed-43-20260806T134013Z-cd37b7db,improve_selected,True,0.05,0.0,True,0.2962023794050887,improvement,0.2027854938271605,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.029898931403684492,"('repeat_cap',)",1,improve_selected,0.3109911409956607
oat-provider_balance_strength-0p1500,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p1500/seed-sweep-20260806T132934Z/runs/calibration-oat-provider_balance_strength-0p1500-seed-44-20260806T135048Z-61accf8c,repair_selected,False,0.05,0.0,True,0.29276096362793325,repair,0.21989969135802467,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04315057993014337,"('repeat_cap',)",1,repair_selected,0.30577479791996376
oat-provider_balance_strength-0p1500,45,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p1500/seed-sweep-20260806T132934Z/runs/calibration-oat-provider_balance_strength-0p1500-seed-45-20260806T140125Z-f2d9664d,repair_selected,False,0.05,0.0,True,0.2939286070597903,repair,0.25683641975308635,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.03773408964459812,"('repeat_cap',)",1,repair_selected,0.3137331706529291
oat-provider_balance_strength-0p1500,46,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p1500/seed-sweep-20260806T132934Z/runs/calibration-oat-provider_balance_strength-0p1500-seed-46-20260806T141202Z-f62bcb65,repair_selected,False,0.05,0.0,True,0.293002483007298,repair,0.21988425925925914,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.036125545165068274,"('repeat_cap',)",1,repair_selected,0.3109411815143742
oat-provider_balance_strength-0p5500,42,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p5500/seed-sweep-20260806T142240Z/runs/calibration-oat-provider_balance_strength-0p5500-seed-42-20260806T142240Z-830f47b2,repair_selected,False,0.05,0.0,True,0.2985139280765191,repair,0.22587191358024694,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04413677084635825,"('repeat_cap',)",1,repair_selected,0.3130691025188375
oat-provider_balance_strength-0p5500,43,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p5500/seed-sweep-20260806T142240Z/runs/calibration-oat-provider_balance_strength-0p5500-seed-43-20260806T143320Z-cea413d6,improve_selected,True,0.05,0.0,True,0.2962023794050887,improvement,0.2027854938271605,Base policy is feasible; selected the exact maximin-improvement portfolio.,-0.029898931403684492,"('repeat_cap',)",1,improve_selected,0.3109911409956607
oat-provider_balance_strength-0p5500,44,/Users/mlouhichi/Desktop/CURE-Rec/next-paper/paper-ideas/CURE-Rec/code/runs/calibration-oat-20260805T184133Z/oat-provider_balance_strength-0p5500/seed-sweep-20260806T142240Z/runs/calibration-oat-provider_balance_strength-0p5500-seed-44-20260806T144356Z-3dabff55,repair_selected,False,0.05,0.0,True,0.29276096362793325,repair,0.21989969135802467,Base policy violates robust constraints; selected the best feasible repair by maximin improvement.,-0.04315057993014337,"('repeat_cap',)",1,repair_selected,0.30577479791996376
